ANO,MES,COD_UF,COD_MESO,COD_MICRO,COD_MUNICIPIO,COD_PRODUTO,SAFRA,IRRIGADO,COD_FONTE,COD_FASE,COD_OCORRENCIA,EM_FORMACAO,PLANTADA,COLHIDA,PERC_COLHIDO_MES,PRODUCAO,RENDIMENTO,PRECO,OBSERVACAO,DT_ATUALIZACAO,SGL_SIGLA,COLHIDO_ACUMULADO,PRECO_MEDIO_ANUAL,
2015,12,32,1,3,3353,0133.2080,0,S,9,6,2,35,84,84,0,1512,18000,960.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,04/12/2015,DANIELSSILVA,100,960,
2015,12,32,1,3,3353,0133.2340,0,N,1,6,9,25,25,25,0,250,10000,800.00,Aumento de rendimento devido a entrada da manga do polo na produção,01/12/2015,SISTEMA,100,800,
2015,12,32,1,3,3353,0133.3030,0,N,1,6,9,0,120,120,0,600,5000,490.00,Falta de tratos culturais.,01/12/2015,SISTEMA,100,490,
2015,12,32,1,3,3353,0134.0022,0,S,1,6,2,1000,8200,8200,0,14760,1800,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,3,3353,0135.0010,0,N,1,6,9,0,35,35,0,8,229,7000.00,,04/12/2015,DANIELSSILVA,100,7000,
2015,12,32,1,3,3353,0135.0010,0,S,1,6,9,30,66,66,0,60,909,7000.00,Condições de solo favoráveis e cultura altamente tecnificada.,04/12/2015,DANIELSSILVA,100,7000,
2015,12,32,1,3,3353,0139.1060,0,N,1,12,9,20,0,0,,0,0,,Cultura em Desenvolvimento.,01/12/2015,SISTEMA,0,0,
2015,12,32,1,3,3353,9119.4040,0,N,1,6,9,0,5,5,0,80,16000,500.00,,01/12/2015,SISTEMA,100,500,
2015,12,32,1,3,4005,0111.0020,1,S,1,6,9,0,10,10,0,25,2500,1000.00,,01/12/2015,SISTEMA,100,1000,
2015,12,32,1,3,4005,0111.0070,1,N,1,6,2,0,100,10,0,18,1800,550.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,550,
2015,12,32,1,3,4005,0113.0010,0,N,9,6,9,0,3,3,0,135,45000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,3,4005,0119.1030,1,N,1,6,2,0,60,6,0,4,667,2500.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,3,4005,0119.1030,1,S,1,6,2,0,20,2,0,2,1000,2500.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,3,4005,0119.1030,2,S,1,6,9,0,20,20,0,16,800,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,3,4005,0119.2050,0,N,1,6,9,0,10,10,0,450,45000,50.00,,01/12/2015,SISTEMA,100,50,
2015,12,32,1,3,4005,0119.3010,0,N,1,6,9,0,6,6,0,198,33000,1100.00,Cultura altamente tecnificada.,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,3,4005,0119.3020,0,S,1,6,9,0,18,18,0,540,30000,600.00,Lavoura irrigada e tecnificada.,01/12/2015,SISTEMA,100,600,
2015,12,32,1,3,4005,0119.9010,0,N,1,6,9,0,3,3,0,20,6667,700.00,,01/12/2015,SISTEMA,100,700,
2015,12,32,1,3,4005,0121.3110,0,N,1,6,9,0,7,7,0,70,10000,950.00,,01/12/2015,SISTEMA,100,950,
2015,12,32,1,3,4005,0121.6040,0,S,1,6,9,0,4,4,25,40,10000,550.00,Abril/2015 - ALTERADO por MAURO para 10.000 kg/ha. REVISAR RENDIMENTO.,04/12/2015,DANIELSSILVA,100,550,
2015,12,32,1,3,4005,0133.2080,0,N,9,6,2,10,81,81,0,851,10506,960.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,70,960,
2015,12,32,1,3,4005,0133.2340,0,N,1,6,9,10,100,100,0,1050,10500,800.00,60 ha de manga do polo entraram em produção.,01/12/2015,SISTEMA,100,800,
2015,12,32,1,3,4005,0133.3030,0,N,1,6,9,0,20,20,0,480,24000,490.00,,01/12/2015,SISTEMA,100,490,
2015,12,32,1,3,4005,0134.0021,0,N,1,6,2,0,70,70,0,63,900,5430.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. O Café Arábica vem perdendo espaço para outras culturas como pastagem e para o café conilon, tendo em vista as altas temperaturas",01/12/2015,SISTEMA,100,5021.5,
2015,12,32,1,3,4005,0134.0022,0,N,1,6,2,600,4000,4000,0,4000,1000,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,3,4005,0134.0022,0,S,1,6,2,1000,4000,4000,0,6800,1700,5330.00,"Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura. JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4808,
2015,12,32,1,3,4005,0135.0010,0,N,1,6,9,0,10,10,0,5,500,7000.00,"Houve uma reavaliação do técnico do Incaper, Sr. Marcos Stur, onde verificou-se que a maior parte das áreas de cacau do município são irrigadas.",01/12/2015,SISTEMA,100,7000,
2015,12,32,1,3,4005,0135.0010,0,S,1,6,9,8,55,55,0,54,982,7000.00,"Cultura Altamente Tecnificada, com condições de solo favoráveis e um bom manejo.",01/12/2015,SISTEMA,100,7000,
2015,12,32,1,3,4005,0139.1060,0,N,1,12,9,10,0,0,,0,0,,Cultura em Desenvolvimento,01/12/2015,SISTEMA,0,0,
2015,12,32,1,3,4005,0139.2010,0,N,1,6,9,1,3,3,0,5,1667,2100.00,,01/12/2015,SISTEMA,100,2100,
2015,12,32,1,3,4005,9119.4040,0,N,1,6,9,0,30,30,0,480,16000,500.00,,01/12/2015,SISTEMA,100,500,
2015,12,32,1,3,4658,0111.0020,1,S,1,6,9,0,2,2,0,7,3500,1000.00,,01/12/2015,SISTEMA,100,1000,
2015,12,32,1,3,4658,0111.0070,1,S,1,6,2,0,170,136,0,272,2000,550.00,"Longo período de estiagem Dez/2014, Jan/2015",01/12/2015,SISTEMA,100,550,
2015,12,32,1,3,4658,0113.0010,0,N,1,6,2,0,5,5,0,225,45000,50.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,50,
2015,12,32,1,3,4658,0119.1030,1,S,1,6,2,0,155,124,0,99,798,2500.00,"Longo período de estiagem Dez/2014, Jan/2015",01/12/2015,SISTEMA,100,2500,
2015,12,32,1,3,4658,0119.1030,2,S,1,6,9,0,40,40,0,48,1200,2500.00,,01/12/2015,SISTEMA,100,2500,
2015,12,32,1,3,4658,0119.2050,0,N,1,6,9,0,25,25,0,750,30000,50.00,"Cana para forragem, sem tratos culturais adequados.",01/12/2015,SISTEMA,100,50,
2015,12,32,1,3,4658,0119.3010,0,S,1,6,9,0,3,3,0,135,45000,1100.00,Trata-se de cultura altamente tecnificada.,01/12/2015,SISTEMA,100,1100,
2015,12,32,1,3,4658,0119.3020,0,N,1,6,9,0,8,8,0,200,25000,600.00,,01/12/2015,SISTEMA,100,600,
2015,12,32,1,3,4658,0119.4040,0,N,1,6,2,0,15,15,0,225,15000,300.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,300,
2015,12,32,1,3,4658,0119.9010,0,S,1,6,9,0,2,2,0,20,10000,700.00,,01/12/2015,SISTEMA,100,700,
2015,12,32,1,3,4658,0131.0010,0,N,1,6,9,67,20,20,0,400,20000,900.00,,01/12/2015,SISTEMA,100,900,
2015,12,32,1,3,4658,0133.2080,0,N,9,6,2,29,21,21,0,158,7524,960.00,"Longo período de estiagem Dez/2014, Jan/2015",04/12/2015,DANIELSSILVA,100,960,
2015,12,32,1,3,4658,0133.2340,0,N,1,6,9,35,70,70,0,350,5000,800.00,trata-se de manga nativa sem tratos culturais.,01/12/2015,SISTEMA,100,800,
2015,12,32,1,3,4658,0133.2360,0,N,1,6,9,0,5,5,0,100,20000,1500.00,,01/12/2015,SISTEMA,100,1500,
2015,12,32,1,3,4658,0133.3030,0,N,1,6,9,60,250,250,0,2500,10000,490.00,,01/12/2015,SISTEMA,100,490,
2015,12,32,1,3,4658,0134.0022,0,S,1,6,2,450,4950,4950,0,7952,1606,5330.00,"Longo período de estiagem Dez/2014, Jan/2015 JUNHO 2015 = Reflexo da Seca na Granação reduziu a produção. Rosetas Vazias, Ramos Banguelas.",04/12/2015,DANIELSSILVA,100,4779,
2015,12,32,1,3,4658,0135.0010,0,S,1,6,9,55,7,7,0,11,1571,7000.00,Trata-se de cacau irrigado altamente tecnificado.,01/12/2015,SISTEMA,100,7000,
2015,12,32,1,3,4658,0139.1060,0,N,1,6,9,17,1,1,0,3,3000,26000.00,,04/12/2015,DANIELSSILVA,100,26000,
2015,12,32,1,3,4658,0139.2010,0,N,1,6,9,61,9,9,0,12,1333,2100.00,,04/12/2015,DANIELSSILVA,100,2100,
2015,12,32,1,3,4658,9119.4040,0,N,1,6,2,0,1,1,0,15,15000,500.00,Fevereiro 2015: Longo período de estiagem em Dezembro 2014 e Janeiro de 2015 ocasionou um baixo rendimento da cultura.,01/12/2015,SISTEMA,100,500,
2015,12,32,2,4,3502,0111.0070,1,S,9,6,2,0,48,48,0,101,2104,600.00,"Milho em grãos 1ª safra(irrigado) - RM/HA, abaixo da média, devido a falta de chuvas elevando as temperaturas.",03/12/2015,GVIGNATTI,100,600,
2015,12,32,2,4,3502,0111.0070,2,S,9,0,0,0,0,0,,0,0,,Milho em grãos 2ª safra (irrigado) - não houve plantio.,03/12/2015,GVIGNATTI,0,0,
2015,12,32,2,4,3502,0113.0010,0,N,9,6,2,0,8000,8000,30,320000,40000,33.00,"Cana-de-Açucar - Queda de área, devido a não renovação por parte de alguns produtores que arrendavam as terras para o plantio. Queda no RM/HA, devido a falta de chuvas no decorrer do ano. As áreas continuam caindo, devido a não renovação de contratos de arrendamento de terras, vez que as usinas não estão pagando os produtores e outro fator relevante é o preço baixo pago ao produtor.",03/12/2015,GVIGNATTI,100,32.5,
2015,12,32,2,4,3502,0119.1030,1,S,9,6,2,0,15,15,0,16,1067,2000.00,"Feijão de Cor (irrigado) - O plantio é de feijão de cor conhecido como carioquinha. Portanto, não foi plantado feijão preto. A falta de chuvas elevou as temperaturas",03/12/2015,GVIGNATTI,100,2000,
2015,12,32,2,4,3502,0119.3010,0,N,9,6,2,0,2,2,0,30,15000,1100.00,"Abacaxi (não irrigado) - Previsão de queda no RM/HA, em função da estiagem prolongada. Confirmo o preço do produto. Outubro - Colheita concluída com queda no RM/HA, devido a estiagem prolongada.",03/12/2015,GVIGNATTI,100,1335,
2015,12,32,2,4,3502,0119.4040,0,N,9,6,2,0,330,330,30,4950,15000,45.00,"Mandioca p/ind.(não irrigado) - As áreas foram plantadas, no entanto, poderá haver queda no RM/HA. Confirmo o preço do produto no mercado. Outubro - Continua o mesmo RM/HA.",03/12/2015,GVIGNATTI,100,60.25,
2015,12,32,2,4,3502,0119.9010,0,S,9,6,9,0,45,45,0,360,8000,650.00,"Abóbora(irrigada) - incremento de área pelos produtores, devido ao bom preço do produto no mercado, tradição pela cultura no Município e uso de pouca mão-de-obra.",03/12/2015,GVIGNATTI,100,625,
2015,12,32,2,4,3502,0121.2100,0,S,9,6,2,0,2,2,50,100,50000,1500.00,"Tomate estaquiado (irrigado) - Intenção dos produtores em renovar as áreas. Até o momento não há plantio da cultura no Município. Mês de agosto- Segundo o téc. a área ja foi plantada e acabou de fazer um projeto para um plantio de mais 10 ha. vamos aguardar o plantio. Outubro - A área plantada foi de 2ha. Queda no RM/HA, devido a falta de chuvas e altas temperaturas.",03/12/2015,GVIGNATTI,100,1250,
2015,12,32,2,4,3502,0132.0010,0,S,5,6,9,0,1,1,30,8,8000,4000.00,Uva para Mesa - Mês de Agosto - A área pertence a um único produtor. Estive pessoalmente com ele e apanhei todos os dados. Outubro - Continua o mesmo RM/HA. sem previsão de queda.,03/12/2015,GVIGNATTI,100,4500,
2015,12,32,2,4,3502,0133.2080,0,S,9,6,2,0,20,20,20,300,15000,750.00,"Banana - Segundo o técnico do INCAPER, houve uma expansão da área pelos produtores, devido a uma diversificação da cultura e um produto de fácil comercialização em função da CEASA Norte. Queda no RM/HA, devido a estiagem. Outubro - Mais uma queda, devido a escassez de chuvas e altas temperaturas.",03/12/2015,GVIGNATTI,100,831,
2015,12,32,2,4,3502,0133.2220,0,S,9,6,2,2,8,8,30,64,8000,1800.00,"Goiaba(irrigada) - RM/HA abaixo da média, devido a falta de tratos culturais adequadas por parte de alguns produtores e falta de chuvas. Incremento de área, vez que a produção está sendo entregue nas escolas e CEASA Norte.",03/12/2015,GVIGNATTI,100,1485,
2015,12,32,2,4,3502,0133.2330,0,S,9,6,2,0,400,400,20,20000,50000,700.00,"Mamão (irrigado) - Queda no RM/HA, devido as perdas no momento da colheita do produto e falta de chuvas com altas temperaturas. Confirmo o preço do produto. Outubro - Queda no RM/HA, devido a falta de chuvas provocando altas temperaturas.",03/12/2015,GVIGNATTI,100,760.6,
2015,12,32,2,4,3502,0133.2360,0,S,9,6,2,0,6,6,20,120,20000,2000.00,"Maracujá(irrigado) - Queda de área, devido o fim do ciclo produtivo e não há previsão em renovação e queda no RM/HA, devido a falta de chuvas. Outubro - Queda no RM/HA, devido a escassez de chuvas e altas temperaturas.",03/12/2015,GVIGNATTI,100,1607.5,
2015,12,32,2,4,3502,0133.3030,0,S,9,6,2,0,10,10,25,160,16000,700.00,"Coco p/ água(irrigado) - Segundo o téc. poderá ter queda no RM/HA. Outubro - Queda no RM/HA, devido a falta de chuvas.",03/12/2015,GVIGNATTI,100,622,
2015,12,32,2,4,3502,0134.0022,0,N,9,6,2,0,1000,1000,0,800,800,5100.00,"Café (não irrigado) - A área passou a ser irrigada pelos produtores. Portanto, a área de 200 ha não irrigada passou a juntar com a área irrigada. Queda no RM/HA, devido a falta de chuvas na região. Confirmo o preço do produto no mercado. Agosto - RM/HA confirmado pelo téc. do Incaper.",03/12/2015,GVIGNATTI,100,4672.5,
2015,12,32,2,4,3502,0134.0022,0,S,9,6,2,1100,5200,5200,0,8320,1600,5100.00,"Café(irrigado) - A área foi revisada pelo técnico do INCAPER. Segundo o Téc. do Incaper, a queda no RM/HA, se deve a falta de chuvas que vem assolando a região. Agosto - O RM/HA confirmado pelo téc. do Incaper para a safra de 2015. O Rendimento do conilon foi reavaliado apos toda a conclusão da safa, com o fechamento Municipal efetuado pela incaper local e Prefeituera Municipal.",03/12/2015,GVIGNATTI,100,4672.5,
2015,12,32,2,4,3502,0139.1060,0,N,9,6,2,20,15,15,25,30,2000,22000.00,"Pimenta-do-Reino - RM/HA abaixo da média, devido a falta de chuvas no decorrer do ano. Incremento de área, devido o bom preço do produto no mercado. Confirmo o preço do produto. Agosto - Após revisão da cultura no Município os tec. constataram um aumento de 3 ha na área produtiva e mais 5 ha em formação. Outubro - Permanece o RM/HA, por estar abaixo da média em função das estiagens do decorrer do ano.",03/12/2015,GVIGNATTI,100,25300,
2015,12,32,2,4,3502,0139.2010,0,N,9,6,2,20,5,5,30,4,800,2500.00,"Borracha Coag.(não irrigada) - O RM/HA se encontra abaixo da média, devido as estiagens no decorrer do ano. Novos plantios foram realizados pelos produtores do Município com perspectivas de bons lucros no futuro. Outubro - Queda no RM/HA, devido a escassez de chuvas e altas temperaturas.",03/12/2015,GVIGNATTI,100,2449,
2015,12,32,2,4,3502,0139.2010,0,S,9,6,2,5,2,2,30,3,1500,2500.00,Borracha Coag.(irrigada) - Incremento de área pelos produtores na expectativa de bons lucros no futuro. Outubro - Segundo o téc. vamos aguardar até a próxima reunião se haverá queda ou não do RM/HA.,03/12/2015,GVIGNATTI,100,2449,
2015,12,32,2,4,3502,9119.4040,0,N,9,6,1,0,2,2,30,30,15000,1200.00,"Mandioca p/ mesa(não irrigada) - Poderá haver queda no RM/HA, em função da falta de chuvas. Confirmo o preço do produto no mercado. Outubro - O téc. pediu para aguardar a próxima reunião para avaliar melhor o RM/HA.",03/12/2015,GVIGNATTI,100,1075,
2015,12,32,2,4,3601,0111.0070,1,S,9,0,0,0,0,0,,0,0,,Milho em grãos (1ª safra) - não houve plantio.,07/12/2015,GVIGNATTI,0,0,
2015,12,32,2,4,3601,0111.0070,2,S,9,0,0,0,0,0,,0,0,,Milho em grãos 2ª safra (irrigado) - não houve plantio.,07/12/2015,GVIGNATTI,0,0,
2015,12,32,2,4,3601,0113.0010,0,N,9,6,2,0,300,300,20,12000,40000,33.00,"Cana de Açucar(não irrigada) - Queda de área, devido a falência das 2 industrias que compravam a cana dos produtores. ALCANA de Nanuque e a CRIDASA de Cristal do Norte- Pedro Canário e queda no RM/HA, devido ao abandono e estiagem.",07/12/2015,GVIGNATTI,100,32.5,
2015,12,32,2,4,3601,0119.1030,1,S,9,6,9,0,2,2,0,3,1500,0.01,"Feijão de cor (1ª safra) - Segundo o técnico, após uma avaliação da cultura parte dos produtores não efetuaram o plantio, devido a queda no preço do produto. Aumento no RM/HA, vez que os 2ha foram bem cuidados e com alto nível tecnológico aplicado.",07/12/2015,GVIGNATTI,100,2000,
2015,12,32,2,4,3601,0119.2130,0,S,9,6,2,0,280,280,40,4480,16000,50.00,Milho forr/Silagem(irrigado) - Plantios para alimentação de animais leiteiro. Aumento de área pelos produtores em função da estiagem. Outubro - Área muito grande plantado pelo fazendeiro do Município em consequência da estiagem.,07/12/2015,GVIGNATTI,100,49.4,
2015,12,32,2,4,3601,0119.4040,0,N,9,6,2,0,300,300,30,4500,15000,50.00,"Mandioca p/ind.(não irrigado) - Queda de AREA e RM/HA como se previa, em função da estiagem e para aquelas áreas ja plantadas teve o ataque da lagarta chamada de Mandarová que come as folhas. Confirmo o preço do produto no mercado.",07/12/2015,GVIGNATTI,100,58.5,
2015,12,32,2,4,3601,0119.9010,0,S,9,6,9,0,1,1,0,12,12000,650.00,"Abobora - Após levantamento realizado no Município, constatou-se 1 ha da cultura da abóbora em fase de colheita em andamento. Outubro - Colheita concluída.",07/12/2015,GVIGNATTI,100,620,
2015,12,32,2,4,3601,0121.6040,0,S,9,6,2,0,4,4,0,40,10000,1500.00,"Milho Verde(irrigado) - As área são dos pequenos produtores, sendo que a venda é realizada em feiras livres e entrega como merenda escolar no atendimento dos programas: PAA e PNAE. Abril/2015 - ALTERADO por MAURO para 10.000 kg/ha. REVISAR RENDIMENTO.",07/12/2015,GVIGNATTI,100,1480,
2015,12,32,2,4,3601,0133.2080,0,S,9,6,2,0,2,2,25,20,10000,800.00,"Banana(irrigada) - Queda no RM/HA, devido as estiagens, falta de tratos culturais adequados. Outubro - Queda no RM/HA em consequência da estiagem.",07/12/2015,GVIGNATTI,100,778.5,
2015,12,32,2,4,3601,0133.2220,0,S,9,6,2,0,7,7,25,105,15000,1800.00,"Goiaba(irrigada) - Houve erradicação de 1ha da cultura que se encontrava abandonada pelo produtor. Queda no RM/HA, devido a falta de chuvas e altas temperaturas.",07/12/2015,GVIGNATTI,100,1270,
2015,12,32,2,4,3601,0133.2330,0,S,9,6,2,0,160,160,20,8000,50000,700.00,"Mamão(irrigado) - Queda no RM/HA, em função da estiagem. Outubro - Queda no RM/HA, devido a persistência da seca. Confirmo o preço do produto no mercado.",07/12/2015,GVIGNATTI,100,674,
2015,12,32,2,4,3601,0133.2360,0,S,9,6,2,1,5,5,25,175,35000,2100.00,"Maracujá(irrigado) - Segundo o técnico do Incaper novos plantios foram realizados nos assentamentos do município e com um RM/HA de 40.000 kg, devido ao bons tratos culturais, irrigações, adubações, bons manejos e acompanhamento técnico. Outubro - Queda no RM/HA, devido a estiagem prolongada. Plantio de mais 1ha, devido o bom preço do produto no mercado.",07/12/2015,GVIGNATTI,100,1530.5,
2015,12,32,2,4,3601,0134.0022,0,S,9,6,2,0,60,60,0,90,1500,5000.00,"Cafe Conilon (irrigado) - Após levantamento realizado pelo Incaper e Sec. Municipal de Agricultura o Município possui apenas 60ha da cultura em produção. 100 ha foram erradicados pelos produtores por falta de água e substituídos por pastagens. Mês de Agosto - Com os problemas das estiagens e cochonilhas o RM/HA médio ficou em torno de 25 sacas por ha ou seja 1500kg. Segundo o técnico do Incaper a area é pequena, portanto não houve muita variação na queda.",07/12/2015,GVIGNATTI,100,4715,
2015,12,32,2,4,3601,0139.1060,0,S,9,4,9,5,0,0,,0,0,,"Pimenta-do-Reino (irrigada) - Incremento de área, devido o alto valor do produto no mercado. O RM/HA, esperado de 3000kg. Incremento de área, devido ao bom preço do produto no mercado.",07/12/2015,GVIGNATTI,0,0,
2015,12,32,2,4,3601,9119.4040,0,N,9,6,2,0,5,5,20,40,8000,1300.00,"Mandioca p/mesa(não irrigada) - Parte das área foram plantadas pelos assentados e pequenos produtores incentivados pelo programa do Governo. Houve queda no RM/HA, devido a estiagem prolongada. Confirma-se o preço do produto no mercado. Confirma-se o preço do produto no mercado.",07/12/2015,GVIGNATTI,100,1150,
2015,12,32,2,4,4104,0111.0070,1,S,9,6,9,0,200,200,0,600,3000,580.00,"Milho 1ª safra(irrigado) -Queda no RM/HA, devido as altas temperaturas. Mauro, favor desconsiderar as informações dos meses de outubro e novembro do milho de 1ª safra por ter me equivocado no momento da digitação com o milho de 2ª safra, Portanto a área é de 200 ha com RM/HA DE 3000kg e a produção de 600 toneladas. Inclusive com colheita concluída desde Fevereiro.",06/12/2015,GVIGNATTI,100,550,
2015,12,32,2,4,4104,0111.0070,2,S,9,6,9,0,800,800,0,5600,7000,580.00,"Milho em grãos(2ª safra) - O produtor irá plantar praticamente toda a área sozinho com o sistema de irrigação pivô central. O mesmo acabou com as lavouras de café e irá trabalhar somente com plantios de feijão e milho, devido a falta de mão de obra. Mais produtores investiram no plantio, devido a procura pelo produto no mercado. Aumento no RM/HA, vez que o maior produtor está prevendo uma média de 150 sacos por hactare ou seja 9000kg. Aplicação de muitas tecnologias desde o plantio até a colheita. Confirma-se o RM/HA. Muita tecnologia, clima favorável e muito rigor no controle de pragas e doenças.",06/12/2015,GVIGNATTI,100,580,
2015,12,32,2,4,4104,0113.0010,0,N,9,6,2,0,9871,9871,20,444195,45000,33.00,"Cana-de-Açúcar(não irrigada) - RM/HA abaixo da média em função da estiagem prolongada. Outubro - Mais uma pequena queda no RM/HA, devido as estiagens prolongadas.",06/12/2015,GVIGNATTI,100,32.75,
2015,12,32,2,4,4104,0119.1030,1,S,9,6,9,0,50,50,0,95,1900,1700.00,"Feijão de Cor (1ª safra) - RM/HA acima do esperado, devido aos altos investimentos tecnólógicos e irrigações.",06/12/2015,GVIGNATTI,100,1700,
2015,12,32,2,4,4104,0119.1030,3,S,9,6,9,0,250,250,0,475,1900,2000.00,"Feijão de cor 3ª safra (irrigado) - Produtores investiram na cultura em busca de um bom preço do produto no mercado, até porque, neste período poucos produtores da região investem na cultura.",06/12/2015,GVIGNATTI,100,2000,
2015,12,32,2,4,4104,0119.3010,0,S,9,6,9,3,3,3,0,105,35000,1000.00,"Abacaxi (irrigado) - RM/HA acima da média, vez que os plantios são realizados em fileiras duplas. Isto é, ocupando mais plantas por área. Motivo de uma maior produção. Confirmo o preço do produto.",06/12/2015,GVIGNATTI,100,1289,
2015,12,32,2,4,4104,0119.3020,0,S,9,6,9,0,30,30,0,750,25000,600.00,"Melancia (irrigada) - Intenção de renovação de plantio pelos produtores. As áreas foram plantadas. Teve um dos produtores que desistiu do platio e plantou abóbora. Portanto, segundo os téc. do Incaper o Municipio tem hoje 30 ha da cultura plantada.",06/12/2015,GVIGNATTI,100,600,
2015,12,32,2,4,4104,0119.4040,0,N,9,6,9,0,500,500,30,7500,15000,50.00,"Mandioca - Aumento de área, devido a falta do produto para a industrialização. Segundo os téc até o momento não ´há previsão de queda no RM/HA. Confirmo o preço do produto. Outubro - Queda no RM/HA, devido as escassez de chuvas.",06/12/2015,GVIGNATTI,100,58.6,
2015,12,32,2,4,4104,0119.9010,0,S,9,6,9,0,400,400,0,4800,12000,650.00,"Abobora (irrigada) - O plantio será realizado por poucos produtores e a irrigação será feita através do sistema pivô central. Portanto, haverá aumento no RM/HA.",06/12/2015,GVIGNATTI,100,617.5,
2015,12,32,2,4,4104,0121.1050,0,S,9,6,9,0,4,4,20,120,30000,1500.00,"Alface(irrigada) -Plantios realizados nos assentamentos e pequenos produtores, incentivados pelos programas do Gverno Federal e vendas em feiras livres. Houve incremento de área, devido a facil comercialização e bom preço do produto no mercado.",06/12/2015,GVIGNATTI,100,1475,
2015,12,32,2,4,4104,0121.2090,0,S,9,6,9,0,2,2,20,20,10000,1800.00,"Quiabo(irrigado) - Plantios realizados nos assentamentos e pequenos produtores, incentivados pelos programas do Governo Federal e venda em feiras livres.",06/12/2015,GVIGNATTI,100,2015,
2015,12,32,2,4,4104,0121.6040,0,S,9,6,9,0,80,80,20,800,10000,1500.00,"Milho Verde (irrigado) - Produtores vem investindo na cultura, devido o bom preço do produto no mercado.",06/12/2015,GVIGNATTI,100,1500,
2015,12,32,2,4,4104,0133.2080,0,S,9,6,2,0,200,200,20,4000,20000,800.00,"Banana(irrigada) - Aumento muito grande no plantio por alguns produtores para entregarem o produto na CEASA NORTE. Aumento no RM/HA, devido aos altos investimentos tecnológicos aplicados. Outubro - Queda no RM/HA em consequência da estiagem prolongada.",06/12/2015,GVIGNATTI,100,920,
2015,12,32,2,4,4104,0133.2220,0,S,9,6,9,0,1,1,30,20,20000,1800.00,"Goiaba(irrigada) - Queda no RM/HA, devida a falta de chuvas, ocasionando altas temperaturas.",06/12/2015,GVIGNATTI,100,1410,
2015,12,32,2,4,4104,0133.2330,0,S,9,6,2,0,1800,1800,20,90000,50000,700.00,Mamão(irrigado) - Amento de área na expectativa de bons lucros e tradição pelo plantio no Município. O RM/HA foi ajustado para 56000kg. Outubro - Queda no RM/HA em consequência da estiagem prolongada.,06/12/2015,GVIGNATTI,100,708.5,
2015,12,32,2,4,4104,0133.2360,0,S,9,6,2,0,35,35,20,875,25000,2000.00,"Maracujá(irrigada) - Queda no RM/HA, devido aos longos períodos de estiagens.",06/12/2015,GVIGNATTI,100,1619.5,
2015,12,32,2,4,4104,0133.3030,0,S,9,6,2,0,160,160,25,2400,15000,650.00,"Coco(irrigado) - Após levantamento realizado no Municipio sobre a cultura detectaram que a área é de 160ha toda em produção. Queda no RM/HA, devido a falta de água nos reservatórios em consequência da estiagem. Apenas 3 produtores cultivam o produto.",06/12/2015,GVIGNATTI,100,575.6,
